index,s1,s2,s3,s4,s5,s6,s7
71,14290751898792470204490801251290033145605899255030479786383909163982780152289584,6416036183325113066308339774495541986244518182203777633216575102233560142905309,13440643855492277486871382339489886258682705670142704899424559379563932438175200,16832179414346789015470545561336386094537037274535855905544581213568100804935280,16590642859888647652105829440035041493807512995383230651576640604246065243185549,12716034192117853396777233975585852456494132832684829137520737551597825752926007,5208353411034406249484759167988818982596896786440651363376872055623382334156654
72,4193844219963206003049767031546854973454840177173011607392461167627970768540554,10195508666927873068258996507153849906748707219669881838369140458229468427678580,18004993340894001195627688426820984799881601127490610692930037871804492977414150,9089902740914415934446459405611579784470097456323792491611872625947248184583287,1982632367936291735424692828462314728897620650480832913877925503063530282349968,15215577722906803049271772080309869501547595154273137639191477285559135503878170,11723947803931600974568930391280884365653172079077895308625966408622471382839939
73,7116471187826009695934479482583456766794371614304303126552098509084871415860926,1413748292477602517626122684484689974231178935508715472216713371260690029095513,1424226814901952915784312990640379490693846407924642716457125368933252072867811,7147906755099060890409050401050525316182374031552084859273334502102557547177820,52392612121751990790951530778447582313337362079636221202059988362810218861563,17202475387864375118348783149697506025853585288130108161169863392525602554246994,3000968579485406920954395102997661041652844476769283640786902367373545853842182
74,2855870363664182674844040423587259450493978467153628846422938977529504002683127,15317462049351024068043321746207935897962182211960133390845302077148361244714933,319984055166175278179077197988669605637762345796702274340527734044979259767538,13460622883951159657379456933739500178670992201597552535298458295436746747332873,17674587533811628304225694183587067880295022890739872814792532196512071241082984,12961878004747581218717788947531372710509854413223663112822749437270952741017871,17854889797706192851565124610509094537698911213360329108852390800119187480301511
75,16318470918083942997979503482607396282768066671340383135328461478690443430708365,30409529557666979528362736478827695346239289526241176664974337465721751890438,6733002337262695296774727916424333842884791187491791162399380923543223663038225,17893853840251853499009215637507234857000297920925627413068400454517152930987749,14980568537577967135522442514790850869309335045516344249208752147981713322575033,16525541930188210657023791933211861748195327005575347350283716786342701070964054,3996378517135409612803880507833587625274849356791231036830013587194319942990835
76,10488407982603739356537921172094295030153655437386091090536323769305027555429952,17095394308547429820990068158643680612419372008010379878453312661197189954133876,1288563476883896942647057574711476878413725267561460684287685893270690962947871,132706489507489622927656190171043564903564104662144866966005030337123048199891,13627823346418207861831864005022380671888888519312432426488270072396486209889936,4709123045721702757940914249392128462602849622889512003927919454637187981690052,10441396589312323212673573693153646673812296304016194958211514741870820829928193
77,6216280513919933382444264873154165030144556457795313032759395540212405028012805,12906686059125552957101736531249523496845546613684133009135648976309251596923232,1538821134669684273263031589349395531719546023355054249665479525884743473567381,9177476742446676232346916817327140871533403575430888113275448753750473124273206,17290257381509354383644008830246079647903694825600228920502275877500644315876730,7344767550910544276444924243169531992446995329551670991882680114729460815213976,16405798252544594812168429825970857641930153975908025686343223030248515088612898
78,16159485688418029501869813168219786724608286963863720641086508899772113322930258,12658234455836770945241849617957981865197505131981448296994276550584433308679671,8028641803203398780825492734151265290151078948664588647186583734842756190412294,2270707730517913008620742516799636999469008413913141691663430452547081968128127,13916827738727488079336982350839776861534717972038513109888097486103206874991147,5902210825937775091555445466398325139581358734417891542934023270699538444673400,15291647994043122946694898633348641570375779589674088349727769371147669143502840
79,11897291076248297008258205558593206505559574404343083449263525390544294307772448,4114500765014549483345948765729351838038258979031170666273393660191133434785022,13716420068193106326681996391281795734202902612687073009956166373752109847365755,3638257983889618636847581665377178457286656416687979121385281966415631079186693,10944805513998435315261471357888859744056369279656700359487302002993289596575790,17103667157572381911214282083880159726128616757281831044798945701079289166369069,3582447413664283973996630458414398535119974405251965497856932278267833555402553
80,8857455539757396174358059511247928095004383583805423201260221344204971532310835,2622311887098591563583150415170507877476240915242327966506435465120433777664491,18359360043917935069094039481641099084182420882933525654665203927557979202389002,471413507373903338762576555849662109972650153944799227346684384300219106992437,4555658780308019724716911792606236559997202061210365722940719182564542190966727,12079700361773109776247661806974142565872652160418819461984027539945152221147895,4511142750821999042645443214016700259215576007258754765013328674036252964371964
81,6844401250302091492340857079580536111268632369861514411439273824710356216202745,1349069536477396418641717489387875935809420341216223223316893669635445945163344,2046400359473089229611964614358699342005788358375532115096140317181065420045855,8936393719289169925251598454493006329857736421339441086777013767347214640850278,3486654114978464054851235624854117030981840085796544458896233237728097374412636,4229577047488146069120259510378711313761523796058247910917079510729509853896906,11165162516818215968058670111066789178196787552124551442839552586351452079303088
82,6034651579913648143886503573530770394685805157194112351104854438488203227298003,645511988780866683868628382709963213931856924507202136147140683737153600267413,2364976727548830070655757812474258326121579746250675034590139518152647352072289,11193045796217538304247891862823655731254973622424531046433850941734684482712631,8597323693839816933935647148821475560948614108717364492214994172077468759024462,13110205921362840410428407055404397683585925649440581051396849991586796414171759,6199296977839434283016788197635742230783483800282775044516137617856871214990545
83,17605722188152032852891791011963005491741610885441137181560649322267241774112316,14030779448374151158162362847615968174630374873441676845223024048086478806398772,7807567281613529366521098891895567917049716408313024670450404959863507330023428,17468481188817341928677382529738484587383059934366586336706072840004123578150261,5948730168091239943212446991271358448863556562979550485063466123696735084451317,10313105221329572311545059046367549238258055182774728474449146375752934315254550,12029210847585164582965835310090377087183131349440714625399832813766925037395983
84,10550948997543616640180483988935980806458400733460097272009377460378204893041727,31166621596132888224091133031973340412037893309121073285964125643184558335800,5505443874051897645549588202161337338627760368169882762756321560606531462210257,8441385253963736461447591811387392932722143713730976660957168982862449371501121,8838990761331649335918101960710140122695187929992402767888506392410938286208392,6698260396155636268961118650129578908546893016954161083550333789251998206332070,2019194158435697260576641879645709290277258974616251607942651173385629131872155
85,121126439292661073680667496287285833021376826689186224827940905997998837171654,16271278933586585250671122530364028223744020682142543252227409594470393896933612,11385666480987423629552598332356867435401082677737259723271844500605592712958005,3996684582442350661034478287202483336375987257784741317424526406809391518408810,12636728738898540795826145779837555795052158866596393714148736095487586546450004,241007948461645132508834040388725074662748615549405554517912001828585330753633,3874313213026012572501309838729350911974605393266588197458615690643980337647651
86,4549608464783056683257614558398686846321413799044685829098599207505491928991543,2132843578409596227614534451913581051341070550061747606359363768375297657606883,11282100841826793083780143065481362483442394697362591011245574465015213419010083,13464984754087472801045057014165351274241961796635810364293950515019442980037166,8681495315191635379409276297965547423739771847881405665504491918387986340688132,15464028026086455269582184301818630800319249295410782594340479457526639734126958,15280187385824758020854397640787921535596969694912535471338632350029606927189667
87,4940917301128903539022031072790091974784576077376673555730656682639900179675788,16647541962532204896558096009082463628990087006042857709126675872629976698682679,16587478483262729621898811423940435094233108341687146780724776787564433323856783,4760726863320477715044177317364006370513640084309540770524959427443270055198100,18232078104599798077412960459226537194598531122532851037453785357078079359034584,1404345704259167356877010694717987961337508123422860543121412229251472535874304,9874716165140108905564478178648398275880844419913786325917682391180838285209191
88,8465507784642767666555015752613517287836759038048677239860152506969685337050295,17390254520868042828951099012473184992942077879651553713230610720899953511144714,8241844707728651036478866394642323246932532080497223740648093859385008289119368,18085069347118941190557084668994291786574970529208498681039163487236442137302211,9855137437144564389766987065655730875102544337162567175477258039642662589365289,2084444478752695084817956969563320380898677948670834903425658299009465878472579,13305385972890507726419377765653740172346795808044707544347645047742648237788058
89,8463793436797322123760490723078355454666530110490256359268563108096153734801156,8968671521895098278581832034182266888639879039122330187400573663032104774985172,1514634255293328464464023933311734301920046785896221484396031664807853120552137,4634077137939187132116449805403437562890457795123335929718217895829195004666028,18327000169832674281539109650457376671551112066803673523367132356096130427326845,5528612349079441011313236698600191891135160712314422906416213480797066922206634,3303704677573836222857597719705242958409452620278395437792022834743596955633349
90,3463352854048775989540259881410335703691149357762514981206509623199459442569023,16162678852352786519048897460734409701166209096267105497771169924294460366680093,1033186993017682687107145968098862255658330326890960190767419338473410306005346,13672063778884987845843155558313732972317786382568296098585100212953697960036713,17014518208060353093838159461505662114377728374676301862297650982923730862446240,11060550280543778431092157677674649681838156303214977481905071648383509013233927,14342555497282438308314533591757375543082494612495728636870642991738828645563751
91,4873824380635594229312811168676599735796316288414776189320744303105068063603320,2572777967180797362128604470789381135678297854229480424970776584177280516516885,11629256260582783849156763291275024068029369141755518386413377625622433591904763,13510863759894379239687904245196848664466105706681484394185266645034731056602977,8217600465115583533722027332554854924988507549007378448286443642414172910611527,14281861877193571181968515938285722717979999113044606228180189400166555387094390,13171252495181167733717986677452772175057155954481762054403223135886082252887589
92,4033768974109433283330879611179938122517073348039129503875588898491970621061309,4694716029333013755273516709452052375012896415863881938594230004843574755750656,1982841165670741415827911294816342757487469203474257304155923319054812404068133,14430539884069790715703446752209489138324216155181661280023949623531479799177717,4973021182635812753481356311758131780756288382363282507271747353461984474751454,10675076063263156430580406743335630421550534773641932344825878073657918897117298,13004309025004647296291214662005305192323530884706205113223061001713486833111272
93,12061693257632948481187558844494092397409920460272967171226745028178162255710062,17545219391372053482748222268421208494405744300309954286656005056830832809161648,16450578401217315004681990271781348290987471520110961346287780085958011660354851,8777770287168733046988862854574511787155102119675988350122070115559698809289671,13059190550173482060378223401737378851292060543316440977622155928041690489130085,10762443689284387594140688528333269615014922346720913549324756740998190466712116,1887529704501449648276258234362184078323687529889406065229872554429198742035764
94,11121153050780220426545713361984507941358519075172482009208189641614896623376315,1422419724238802612680640820601171411753846206145015228127189758678186345948954,7968591022270095459823549145723350147952830281540411015683561916001461634045965,12227271443926924517265054952414364281572046857047263692414025331178926254503371,14198460989209289785005158240674213812611495932665573258318580004210580207321172,13882159658117191263043859010502898741071177508395339713397225935096423492499368,11278367450650628951381157261900419066951091584236563057649963123836456110037959
95,17375346243705767054518040447460192051209099299853949974283048988081645982645791,986176585271917443888209087683925791579563479199074637559339424420264088493749,6429677527539974520238656075481240826261665870969591028218713656233243017035900,15173453569562763832859998025915457286871982030854093466797890901114786535108267,8685109210393110931042851554049895305027087514541176273833590376659098409546873,5497039950978190265496600044821234749110406766342245128789092865271974873515695,5609245791318001836221243498229475619121939786257300031664398366953415927014733
96,9072578042237929232821963188048923640293249907009546591175186365910651999985201,6506827484842351978865356937694445706469096422494405345841211490538714542513011,10835143828760442688839564633873246066910963990765981943461356156289983860747503,3525131573045026912035202891648644853235428167512870704572339580758663721524700,3109186218643279099161655095957321933825913397046477308637442546350550358008579,9587307765555199250218921246799277308682419679366801755656665053065643770199140,4427100712833612914497617959237831109421522570162438366166726318498147724932406
97,17923695216542960465086015862938333281782980617627098460148637867079427320536945,848731615108865439779363845932360904567618325992920591528510393583792832538581,4372295698539238276208194103792122473504186458031683432529459926730485235496936,9961991965886904523663123251580938120209260569431981303688205684113708296248033,17617820417151864182144151289298807844682840660193814205004747665733462014791872,8807385551386942800941894832009051778541502286005776457015805089183950157964476,2063082869539314830765737264648349790168669891179273739184658736870968958929822
98,11437577031850792703363254729571598361782984270230043353639356527143222149210990,11464251059447510806862899896648563939347956622459883046709637929740939278244905,80022082790154310498935501230896732694917056689519079210844207793151387101843,14349681103773072115690128313191956478590714461541762810069536926111450942109758,17208437120501915321017711562658383440268499948393802880359154519884245476940696,8656290132976683926481685249630177617728273517245639290079696989111534991594657,7225635642144552382791432759044018879353459612408677718694445116199115719235618
99,10331353050006728762001533524438711947986412004026474453654933933612780978030684,18141567342670630008578329534933306530378269073378855734059596002213575534977858,4898247377044529289021004646547103878792146763745738161750705423396587437677644,7666184155022775504748325629153463729994893963749933095654823761973409152457996,7912982175658194205050909097815706215603086229080034856308670235538244446154937,5638641438950785389928755052533831335616723559736043443712244844091093318768467,843161944900549059381863493307839090035805955717958857865547587631955770298586
100,360209111636877084666219124168750974363789084890531258007598201087692227020770,7238107558851874104162350889749573921312489836256852474428186132696001599519637,2101299840697816607779011911805788972462677809787557969798483012419131884332724,3482181458121879046225585575274075996197777449794053423581769622662879314624008,11380752411124061419502071880154434992517788756276338835778045963427243890393489,7264617198757189276899087441510186093039287284923008526924031252306429378477190,9666171321968437069126015644278009166145697480045468176483006271706232012039088
101,7422091783129838698262618537343786624666917374110937374396150363013276742132816,12185589013276360284494314903504246181687694258830156556693532657033123078708949,14290491690439564758695089098481378671062330654157657546892146882059539009728500,13736799814619452120864941122275184092790826560093440344991993038092524535191469,10524513385816022371003870974885662446873181976637504950993071125132079655097856,4653632404029275509111878656312813733309396903789851364895381143178204369447661,14656552370206385985898347551493317820482895785861885266162203874636694911404861
102,14801380729723436924936801035674453790009129916692138797507659728175225385427745,1509678088299291740900088978520506267004757785917985014051039495825555049048697,15722078578569087800018013983348197036137156940611755688019981650168377690354889,1841395697691301750162425895347486492256054047839233781024643843986304609854390,15464815948507456943461474869328414240511722440534636331454868424496724507039131,995152828176030027787010750480940675753888785763746300920813044482248682417181,14029592839538544355267183693615105403132826416460780727812320051160265835480471
103,7576569993223834031744761698738856547672571812119950824749446687975461431014563,11235489029406215800514319676044398100188947348641220961572819403651055897025030,10976757108547145306308673931916624657549126609563810410470118147026783398031504,6800374230646622549127824466355536219753109594887719171441342918102643934033985,17238735896651821979681154664297812655184320748924352923949774499284433738196450,5227051104668394696549897755870094227075911183050900309068851325760560344190945,7830110856590689601152820510945740672194729785890172685725134962342616218345424
104,17982454020653992693508524363929208428587916244799842926726057068741991365617070,8641386811906455037960659272507873186464868829329177106326950497733121285957044,9041589375651735934775171495609354010397706642210813897729241851784982227347980,650666210942660933242677648296971032003005239133347621469650348491777956625901,2001012818726404484072561115507404119664189064408183957011456770259304706954784,13092629199002966587264821897240653273381258118035322904354661117087562478334629,15393119850825172792110076608560038624770787955703358784035982606570755037601459
105,16912899651448992220874932057975205150578078867907722987617158526336859512821419,3652922492312443656848682623207306914026441665271604806657156118718744488977674,15817255025431877660049401850506344895495361725025862495509835124363043627960801,16341106248912945329058322969998959358217990158547684695248633978458164463442846,5224476162755646663875445981685150302194326965837071405873552681004106995423809,999760267907156115210154270501597595807796591205428306847872014406667457067667,3666958564367473683062447836448301239058399034652755398171591978665845848374420
106,9149362932315331723910518646120325613345020549145516545368932655422140662758911,4565940066567528501535286072756158710203848290380432002239880497428775205991403,4782126903703764783583685664844179158959907668016152050076124308425699862861559,9797923443724040570055717422384386959613198682052676688877664088412914633369379,1080934185681181410241997960440102243780296888178600239181219054984623284350886,15695950131469536205561294048884684748228051175016734059913350772952418282134034,16578180279194756054594838917844774736189612653944266792147497677504707160390869
107,4057157653255464836528000709448853997885459932255858949278628689191780455917921,412100023767317322336552341953568454663870390146717999072190486790920342836120,7597222612482731908135038282450823238718655817983982828843966175203215893918681,7080129918454534143214075146003938481666391771456247759130674972022870876001627,17393217442629898478283046317549594051890502694874918469395597659655681522248935,1471694183114476011923185027214430212624139699617183600712172673290055366332651,14912746642749790096262641429808486569017576118617260191470242360143381107744706
108,5458109526996920170802974222614270273488819712200826938615782572616597272827324,14431458422322241720576342295398668431997922265955447078434029532549661676626007,8387651185028790198610720833416514607143883216952454739991460097393396978232180,5859083316063740055615493221604488667310127009503255602751355049553599410809820,6845754815427091291590659459962590612496653643607849666713714389030268974358927,11347665683118843906536219548490820442703463119266236931878538115823405668879501,832420418191823449742790102252498289547130992167011718782545447527213261207565
109,18523261485040625348441764302644072475316800392692699019993104307208037500230698,378833264319002415213366657352788472148035195357916318373421317928880970728794,1163901840676654552442957218936187595643977740929868933530793379379919110986328,2346071713166407309421152602457589977421203585097151186001939709155355687839323,3925342881788260686147952807916995617479712727859763075786860307255190701287779,5901715346542214682623357835314404515819505169217704602885555173679424151331696,8275189107428269298847367684649816672440580909170975767298024308428056037971074
110,4151004943285128541130686989882798976509073079367170696805888547170346401576856,3514586743666874776721974341655533154135980935780823052260626282613761208271053,16623140902092413157483245440254882401264148013552362745827493988736040653246678,6411876416667394781995733515807486981126725424058978418579930100725592270175777,9945584289286168551678205338186706630490562055923481429444496183394008525386304,8691869019001560015821277522455861480972233464834466098957911454335493185714282,2650730605813569174424950068614951532571739650791932427120175913550046251159711
111,10200551228392387328099981029444081304505044220633262093854829032507413127621238,2889854244863922315956988139791317481781228893545955355028649971756816935761485,15132700051308953864989788100915068268595402907360891142448024382559803890748806,9864297645833133073779614142941973928180717373455258097186390700104781526255247,5617042529383634393035849650808714328920596736140461898707029706797546075444785,2390934701960457822758494624515289470815040995416502547009941402638097538317420,185974163563603362947549064061699353864050151283380042095125787626435914873152
112,5234091937358985215508659049961957587111397269447314651018812364608203729997259,12390581083661638023630190328502048142442073871661661630409986608153815684267107,2937071937960783973655210450683591797608605362331635258710241948231039629645679,13938355502150771967002486186379948289377840630080046894846139949651468032460929,8329640774337253102253250765717757880982930786284085179891119047603508426384903,4643323255467401830116887573633700440807300275255155793308460024492957044581578,2879402945541218150593396610127775968850949096993258735098162880319813887050954
113,12431623596161402315624336546895268824490133897524694275751106701690167655491233,7330708047841668918561763334355229894103419791505772018472816865668731260173138,3229648855987974259521663747316563077223282126254638907628411274341487047209805,128446020600318338504037785779268373849720901771294943217889927708435016601234,16559495042625875606218268834680025652366160562367145804704533608175371401511402,15458004920170297161245590124145475176005752219419380133161780750930703735612355,15356371154180757454295385039112296813151920317239403608052912138380228252068070
114,1085494265982183337465860132318511982600420557596420452917265138267567840194281,2078652990572722086735224719296219435825198065654402894813833201822984787124206,2979476173771616247808093760933122359674332524173947325689704190666250840789889,3787963815578865820684467257229220754147823933155053745544878104797366001191330,4504115915994470805364345208184514619245672292597722154379354944216330268328529,5127932475018431201847727613799003954967877602501952552193134708923143642201486,5659413492650747010134614474072688761314439862867744938986217398917806122810201
115,13521032563820885702308888400309249167196633087104642888468955620782157474106704,14350265433909079060509122774144190083263983510931064265053144052054383301140982,2487698610264580074600703121504822748202051271479264129752565293816677481102949,14998123094781737646002396212264506898777685257372053841493780910880632480320559,14816747885566202873295435276549882798224036579986622041350229338434655832465858,1943572982617975756479820314360950446541105239322968729321910576478747537538846,13443389387831405196974318095571069580495740124003905264335386189824500061867477
116,7468349166593766079700227551973643988270434919543196457710772784012698748962048,13032555279113937494011318689445524945086199724413354710987754679925652293675246,16692618337560514242933273412415642870447294414610474759830945687738860634139710,18448538341933496326466091720883997764353718990134556604240345807452323770355440,18300315292232883744609773614850589626805473450985600244215955039066041702322436,16247949188458676497364319094315418457802557797163605679757773382580014430040698,12291440030610874584729728159278484257344972028668572910865800837994241953510226
117,16968420130428309523266545356714897255510793177883677349823923366745639466363817,12536293973865786368843820352745798938122338266857850863319896809872765669655408,5236017031259604987441208373029384916218059711233926219951201111787174843038867,13599984803556939829768092802502335058181381955323309099181117054894663219678171,563406288863441994405706871291289627245456110503188142083083074383638333245366,3191072489073460382772817349269608360177131065396374707583660735065692650068406,2950587903239820544160040851500611388592982375691463116219569254535029936983314
118,4998223193309293846966639827399798933421639226588627295042593707695898960075591,3536959590305862143307769336818793895906666915874284539119634021434559735006147,14148604691936879339732771913193664755838507512168377411694401723621778557955763,18300762997255170985532264171587731644833736571159500233303616031851759195760462,15993434506260737080706246112000994562892354092847653003947276946124501648420244,7226619218953577625254717734433453510014360077232835723625384466440005915935109,10532712636280867069887062423821788354583178968626454071801219375204068231469034
119,15434918938856368433008574393035677317182725533740215689614840634356976325534647,2616506125223119759899673516296588469905129661957689813079428373296969638946693,17141948061941777332801447524592773063317485717586639408783605564037368639728188,3414058246170817799585746263114191492269520367692847438337529859360784628387201,17030023180751764512380719886670883361911506945210530940131043606484606304415663,2392656362843094119058218240452809067093172117205472875774304458191444968321643,15099144295286329971746391479270008212964789216611890283657154761698689319597072
120,13990574740381618410102882054230065575289709686368253164529645390953776118379097,13317646507072537758459704662091453150334171155991795175139858101645848414267642,16513610801019932495779851208520842593516808853182031711293918914482013120829732,5046072121276628171353938308581554036454198333627557093528547047056474004901390,15979821469736973686600732732146947215913188485951182680770304064180823532810570,12250067844506620140101467709343662395126930421530097114092628401043469238229318,12389206746532741982565526625108379442478848584675706072958800840050207354321611
121,5747833045313290256162624142260812095561634576783589172372755736216033549176782,3043033974421125396225788430199451145702068894992790672092634513228335683050286,10417998288270679870898876248752597018804727398939010178622917113442702634784610,9340330485914779229472504212983569846486185644310842012500322754453338171215777,18342426068300597922656055707829049497129868075419691853188132218666038525507764,359494033533787049030763963415676233968925803642748341759783941269211231332617,10988720884455869960724779134553489662153632161914228516605120269480244988182267
122,12364639360863311457595708659609387856411241164513898212607582135355927164895308,4941894873586785593352997836749136603706212984440728358467268384934746629939569,14796557540064771308690634301292605978651764348403301796505620313548050861460859,4863836358402919702189851283366436244481046367778807167796076356384247393131224,12208522330495579675269415552843987137960907931190055831265198078254928691278618,18298219955395576777219943724788578790707924594325642107449704696754298522739064,4600533732155736557332052414263531334338671912874160316886315429476560654348585
123,2925845522300088708873381293599933359193302650129148007195598336996557483593669,6448949498139112048037552704010247610197792147653214135312782090941141302253544,10569311927517070017492514231230942753013468492572198384351551261833751455979748,15286932810433962617238265875262018787640331684886100754311905849674387944772281,2069416645942615396565424251166795845694957280283515565730565072057254535467166,7981554435937377256892756128818633663944194167387254177534090493793943694392357,14490950679471073747510878123280852374004617901885910910259201332478659188383877
124,8464778962678225799772916894660374266597593337125375695359336133914961247883206,10797249194083956603359131369656186615332224629277265302711902207997589497919568,6997410694217192410758643424987437046203893876455668822057698222247884750109210,15597658964025107672680836445590805427596025522971991932860004959071643237616109,18065598502560527938416327046529611891125195124514828955655541636063068727276288,14401229309823453207965115227803856436791402681084179890444308253222161219089747,4604551385813883481327200989413539064594648192680044737226304810548920713056486
125,13146674563967032728687384814701585644018659805243399920332792228454670389183398,17687175216021181543244317791372705858666350764476120688077708833997095957124502,13621501956162446443670798930013360643943072877698162303234749816627276703823437,949654784390827429966828230623549999848826144909524765803915176345212629280203,16736424702600673403551172463076633663150459454733019434711766477962496199822754,5384625207950461012295681472562572028697699474234429271568461374261738715959159,3959047302334539157619122028954724833257395092036565635300561430054532644017372
126,50596643208983919694231863487575589733589265644531791841279610145126043499210,5046767632904938102432101038803938362305000861438274192187554180500288251370623,14988512969087862548213607525949088317714234787381227201038823711065486623614365,11343437150810582806329367939986345587577866599161985138931807419434924927066459,12643935679020273327488765665852390040279320741091953685329786088014399394890882,357613052769759660982417318610541807435172768859727160769478934398113793923657,11549260273953390708229089668134160625812271571088116924177447523397660590492738
127,2927987626530731658946081067665283002479396875758532558288427866017722433973395,15032458502932357028156931462122298000862902509194717589355990225695126117175055,17781017128257701656923167798434365126767092455997149413739406296626414816441130,11173663502506765545244790076601484380191966716165828031438676078811588531771620,13742793126626723143831181681560335629520949734012159121917080354656443496330502,6956010499670400001972959228374239006370617065224737005711338341755183476953799,9345711122584970570379506101979874379124393154114967362284730822513604706805488
128,8795664424655478039170753944866866207491864474561811238258859833325099074542342,1800929348739969739491476711066605535961087199372760090714763910176872646573768,16080585774147824002380935068472577722174517063055657916294273795366913182422360,14569842698984691926420362247211423029365305176987693356070827924083628215760164,15801095624197747962319141632219821325916875985480272089507707078732813979751157,1241949048839817659367889838561092743445805044221988437141630476908674241231362,7957193974805249918985373636108597018718941241835653757899159683422801466528733
129,16343880105756808863416021167228684268292547074304793814960185657452161786645246,5280599558314710324508053253843633059657419407815366312635485120449177835524450,3874949359568053284694863029718206110861465889154528851952459953802640612965695,12126929509516837743976450494852403421904686518322281432911110157512550118968981,11504144507213889251643432264309545124403656851007218376048154949173110120370331,2006594352659207807695808338089631218358376887209339681363594328784320617169745,2166674546799967862842962101129341572152271071240051028320709078751977842531200
130,9212805677960630545029847738160808184505808345514032419846432451832902719999391,5773997762898582594897151501153246121314653239365920132834429715001592530630254,8215971755761030600311294673913993678809959125867068818427272571911865665056696,16538727656547974561272277256443050856991726005017478476624961022563722123278717,12209869964312240027070715863803737787476529432505743427964214284551365672132340,13761794180001001448415993880932734338647793852643269351908313140280592544781542,2662104802667084374598727922893360642122094821118650568993976807345606508062346
131,5816225979281342934424339666772484750712067573815743496999775009643684473126520,13654261882744361106339901719500854473875451388183866869998273747073114814260164,4981712209441880065037302773248429301106726998792964439532215429882494790237086,16863367961268248711935309597888568969172743294265847564528161622883416867385240,12234438136329118145615155423547913741306651385979704886059550761264288579376672,9627318235571662816786223635163143485891875718245942083589663627430906159375359,9042008258995882725448514232734258202928416291064559157118500221383269607381301
132,10008933477959186790402179595987401422592108022526512236107797705543495595851957,14010470435981843349740889727609893285656712508809955312922383280539256244576658,12004610874067969678016130394867475589193813458850329230443756724987281946174235,3991354792217565775227901597760148333203410872647633988671918038887572700644688,8503097691377806092085586721224591386068929194513275267070148004645924741151994,7007444070601516177879802380324124879406943980135847386175165839856541834532176,18036789430835870483319931959995428681600879673826756025450252326925220213949211
133,18434692059556090632376865742643457744467669955748407165908910248333702209773990,117025959246308341674198355875360023495963454921382687306227408381373525109255,644188201912176480020147994505746442235153830453143602581793827360402645497859,1483783286606520596705331273597937132301816638032284232272328722864993337775825,2635811213329340691729748193151932093695951877658804576377832094895145601943153,4100271982080636765093398753167731326417559549332704634898303943450859437999843,5877165592860408816796282953645334830466639653053984407833744268532134845945895
134,422314174650817761427727982598411103055871082906164281681873327319536653602848,1463722212914810828843508051787736419727598420172690242245951607389458662279189,3124224114791979202247340207567975950015182011799577881692234840209766026029157,5403819880282322881639224449939129693918621857786827200020723025780458744852752,8302509509385841867019160778901197651437917958134438197231416164101536818749974,11820293002102536158387149194454179822573070312842410873324314255173000247720823,15957170358432405755743189696598076207324078921910745228299417298994849031765299
135,11173990253984693152865524066194031493454561985718411110931731299005813677476412,9605197693662627819205853283279450798897106572359183389985955557664560491130111,13826017819980978449730371036192937784711058204233722516625953558382036674125209,5304055131992570593729693939997812582512992437030622811388444518752445993297729,2571705130644578701913205379630755060686333715061289953736709221181584681811648,5628967815937002774280905355091765219231082038325723943670747665669452739666966,14475843187869842810832793866380843058147237406823924781190559852216050166863683
136,15855930191145068440405094385862433335001732510670887507946817102839315355871033,3038111817370318036684139374184728357808460557902882604266003981014056978680475,17143731381517272140965285119776924673570457474630202327347402981741613567920393,2575602380744407401120381467828982677137449927918629638801171757804596424098856,14930911317893247169277578573150941973659711250702381577017152656420394246707795,17144867191069442544018109665869442826370392554358646783068784112777414569419256,9217470000272993525341974745984485235269493838887425256956066126875657392233239
137,2724733353382017422702859624321575876977543434665100790394355067471902599279342,16520972804872741749444904506917355661141096589728517441093840370794103476328229,4323927352577824078807367877913979615723810576567438593171894345155010164818844,3198387998391613312209016507184807477492534283804675605555078555366215131079141,13144354742314109449649850394729839246447267711440228478243393001427718375109120,15629432083398138040420486155612395054204586415162691531773556900933723663744804,10653620021643699084520923789832474900764490394972064766145570253884230996986193
138,11287019144392069912141113158375464073074576680414186438724311219052373302769369,18276760185318238494870765180151101173295709475730031795895969666364158032548807,2436827621831331297479572680390231432279973941636130392051694559529557956174475,832012455825697221386302428966214586794218966755293586118047463360165539974327,13462314687301336266590954425879050636838444551087521378095028377855980783948363,3262943314363899531674761901255379845645801806010002409056075738205411221768629,7298689338907735918056491624968561949983139620145548037927751109220049319763079
139,5931388708924027262002421681129864818328426289675255421676816291465638917028364,6837146398815949376521563242542529240269682028660766246481274960029138576930864,2717273069675766343557424684237993265823767216956532474413376005690498979707639,12104164222450652613819389391152936763374106298873959784936400210855516358522666,16465424356193433736598073978350679864537274830101642498587066793118394480211968,15801053470904109711893478445831222569313272810639580615365375752479133344775545,10111051566582680539705602793594564877702100240487774135271327088937732952213397
140,901257319001490178271619922122999574561738010090139901880778651438941563598144,16679123524369069164104577889739940067008375737951368174055387182754192604540566,10268807614208388056080107132977461740573064294960873457597264029134160656499452,202705089466621304907591036772244463639228125430061431969689972984641952638779,5013211451090943361296412986060968104590291673670337776635945796711432726122524,6167931198134179774537189595906952795042830495370296812132750717908736743786710,3666864330596330544629920866310198534996844590529938538460104736576554005631337
