index,s1,s2,s3,s4,s5,s6,s7
140,56981703632483374977239029362096186647,252073582752089755392355653518446652468,221177392016878830511531906831794679451,304575498347789063798142396733908478893,161985534823881991788812515793019839497,133689868366096077946916871440896972560,219688498974431322272455463677539878082
141,53553555322538150398458892945546951595,232013859681969683873153585788639031746,303945363012064643499312259045038899803,269348065312823029276934912714746555766,128221966584244841206021546797761999635,220849433747268542749946768725853442707,206948099880955670445335971067252673685
142,84864185073655124995279009349560344596,65111380807864908019352717646773766482,268211252157406240367006193889797849676,13599065280402195111490223215096171584,322121920939668162642928627917973366097,172932718372388752571197585703124799324,246596191420440891823046311434086893859
143,308517021409945926148706836657942089884,168248966768877803443549763830699829379,281819375460997796479758844743213644351,308945880565367441793959471963715323503,249628482081986739386151645492204866835,103867180010855689256335365328682274347,211944341272912754867885238904915757336
144,334764267054866862612771099610654337833,108064693862142391355070335427168351338,152408132171579163970282325526825817210,127512215062238716995032462477858524152,33376942534121050429320746280266472164,210284681508164627736521784365817872543,317953065063430985453260969302744513992
145,114968472699884426224963224274990609371,317907256143354206204492505374742214894,282127111392646401196097700904008058560,7628038447761011199778810862788140369,174974771150574963142285050114618882915,103602575659211330096867203795963863604,133793818894608575526899879338591293733
146,196124086662404750192522992940805932767,338008814227969153301323402535935489517,237056051685354928502426365897495731075,233548165955500539259206490457254868738,327485157038405985571663776215212902506,178584658013132803976423615739601621082,127129035800619457936860616462189235763
147,232748326363178936654973930628185600834,265220263543967101747508847964359725605,47620728382541042002623409973761851521,260514454720777684347066831519928401176,223336708716800101854089897739322951976,276369857291546757987067216063713715218,79331533524079189282624179061332479605
148,27442919678475485045330702136829644661,28613228941298937279120345668159796457,174745262605467121937316083710663261283,125556653750041575556543308832571827842,221329769295960761600176628465653707431,121782242322286216604841435178140688753,167196439749956404033912336401800983105
149,135355347743896232124508339254853190727,3768028979049394411407639546702025942,160909566061782258787999591414491930425,266497592071156361790909587426454692879,320532107007171703420137627582590313304,323013110869828283675683711882898791700,273940603659126102557547840327380128067
150,324467088259347725867733249187830294146,280122903731183562676835879022045078409,89936791756101164829871604749133563667,94191119255038995790215033800863961217,292885886227997055557866166177236271059,5456358833098417206075787014714070599,252749637833158471124967718608601993728
151,314847161090536526109068996887983505027,322854721262884107930224061967954752439,211685181478028593951606204064943040216,321620908656908447636590030610716579655,312379535878585205521800934173507159459,183961063143058867607238914753314779628,276647857371267897356278579781907651459
152,258377172914969851755063681552769846729,219873691113852397179930969567832384020,49843097457066162237716551877494313675,88567758865549610391795035913523846991,336047675339302741642166421675920983968,111718113036448629062081494301149302012,96143805798864199578289468652745223717
153,41214045775598161849112918035291859915,80374882496088908703208182318976618331,165673149019548035329452700232132694593,297108845345975541727846471774760088701,134399604554432964435014889515090589358,17827793565858766914332560884892407861,287675779301191412629174093315933755507
154,326207352058450163000469005934972236997,198938017547177412061361064834747978681,208209610188326053781366376492524669134,13739763060957624697110333476534097059,296093210006949051735342150650312685050,34422850263484944505938005718555799216,249575784593380693399021720976568073448
155,114605789280090138862536091751150257630,333923035075684355974255551308998956318,13843526130038376248489251045076229068,175214363205967590075361013254686709771,137470812461595070528121623074293975833,240895240817859281070145687935666238551,145205281353821758238058600407035286628
156,181591240213901798317714011195626568056,201489790797251383647851174206997620787,166220524036132692042123147270430213018,75783439930545723500529930385924344749,270460905401428941486446130985248227277,69688186606905419073122534204865438008,154030017388852083187308354908312399536
157,161552009258408662210707278480545061899,286237752832547203230439973362051069521,2003981648050074092006691806365505719,329697796467732665185531256108793004384,248472096528779586120889843974028931625,98609248752129300361457062833841498739,220391620058720271370607520119998917023
158,65007546627777829373116327665343391169,116461907378501638637256574932821011622,35303197924137972889599549405849404183,161813785185625295593519858516196780149,155711302242025143285642894832094928223,16995749093337515965968658353543848405,85949492660500877097871756512311751992
159,53419878511258927742622741411929532190,7908906089419152759020310850629586119,41245382941178059118658221656837380709,153429309066535646821536473830552915960,4178317544553452404280459940007980575,274057142217108402793639394848738997148,282501049242323571062864063693209543085
160,321351645919922897728644456143806051461,13856442430796888868603233706302031508,206264567386858972865987444759781360269,218011286946232222794047874440707615150,49096601108916638652784522749080796151,39802876795850683905571997116669114569,190130114007034358552410297543472570404
161,13399067537258520142459666879845093383,177252988053419551129602217695981121209,281253826063605484262194066397574833892,325401581567816319540235212984626231432,309696254566052056963725657457135313829,234137845058312696532665399815102081083,98726353044598238247054440058526533194
162,284295299431245291454653160020967090007,242074661971153753879418018353436433266,302584045275542587293732869894062643447,125541082423473328234223107211077509253,51228140335884440164263337736249241981,79645219012775923083853561469577841631,210792318454147776992993778411063308203
163,14916101529472620881774440483921798159,51527583830766852889619590952200801079,78758071392311036726835370723487392921,96607564214105172393421779797781573685,105076062296149259889378818175083343371,104163565638443299214706485855392701979,93870074240987290369404782838709649509
164,257425340181214924817335453513976282151,223241992422049056346930237418137293914,258888744435265605616025982315981634465,24083229299926109161248080775741092507,199390180857907493909345747660952090634,104244865267332832933569768108078206252,78929649449140589697294749548887650658
165,193205977743464005671462617845862965147,172762563425317163897522225507905074071,147428994481327790392746611198713839830,117205270911495885157135774918289262424,82091392715821448190689716666631341853,42087359894304479493408436443740078117,337475539367883442528666541681383682513
166,223929419294737054482940841273942412829,303788141609206800557062509101893916088,303850950033030518470091987380930983759,224117844566208208222029276111053615842,64588825208739869812874375292261812337,165546258881563966706001892356323784541,186707778663742035438037219871471321157
167,306261182024304808325446610125244249963,255700085413514232158350291259382206864,9453243531791308647121708734576183225,248085390221012964718510077414362601640,291031791639302273445766182435205039515,138292447786659234828890023797103496850,130149725584022312331256208931826184942
168,186198246935183771849476152311893581931,309565257303822539556289495005788127197,96822089069049282240178920721162908243,228533476072740926827893644321554347663,24134684473020546392684450943426022863,164190448111765067861300555450314356437,308418400068036027770367350410451137088
169,11649672013359380237607241041374629820,337462923655301726155479380297897509176,262674132710696769023942330164148327946,127565666100482972306370698071895297427,272419890745598799466139091452906628916,16672072804167323576498295443645899819,40886946118065471564197524907649532730
170,80412148111019524142825641716938224410,5659715196633623039315668531484463107,305901465841003447378435827783968620226,300572666202252070233436904610854273173,329955683201317955067693506443909633245,53768149917262638417831025851366489145,152574800191963047210598677696761263467
171,285392280363023909367401864527954070397,248957781881233008400103975017274621266,198899359668761378412752948266917968168,135217013725609019405348784276884111103,57910744051775931377891483047173050071,307262917568200577793755652009552996369,202708800433006031726192076300487527403
172,121461425501149521859959767126908510272,41994360906084370466939347983945938953,146653121810340701494389996313682062822,95155341292980051478937104684348670582,227783386274940883883955280527713973530,204254889835284735246069916412009760369,24569851974011605565281012337236031099
173,223446959715409872192745378264639078038,214871397951773545890710261677299942691,218474613571153288057184884732393570259,234256606573549098692169247429919960742,262217376958960977795663349769879114140,302356924727388925367667191752271030453,14392882957894477944806165945327498384
174,93243919440790192380747620285641067082,284548394394685182860473249368501795242,197971000429120624971893365136271394032,173794104465034982178382575020718074749,212017706502428254479940879021841837393,312641806541300441876568277139642681964,135384037660713080904890161942352397165
175,82741189869292434365074465558481642104,171399868760716675195815055054567486586,205959123521245091663794848478009368353,186418954150877683769013845828807287405,112779360649614451511472047106961243742,325322709938393858354544059744239448661,143484268175338977371480668877105479568
176,215834599039497149221060451835538350810,242939441180038481192563752135904103018,179901065797663669678244764221075771980,26719472892372714678103488091053357696,123677029385104079655514531177605071463,130491368354919301147103286048962701984,47162489801818379152869752705126249259
177,1310494292531599910873200702151744780,118868892391776748187276080262240509309,128245801676358510179288306594184595187,29441222146276885886909879697984002414,162737520722470338773515407005406942287,187852330484000405375730281084685203509,104785651430867085693554501935818786080
178,51995490072676048879215087915199313930,115110251496596164935110320367630285361,243352828916159221173448230937868938872,96440855410426754130854212194147063166,14656697900337227270702871568232869540,338282723306829104056368816491894569291,46471830867086994097728224669827528528
179,225898801364007369352275703299974379519,44484685144856400814942932318835963353,2724274837282534166697145834016345078,100617570441285769407538343845515524694,338164571956866106537466526353333502201,34800545542146618629732478493933855005,211372591959942696074460022562621216997
180,203415465968818049028717956428633583213,146275495415032994472756226587958287190,283056671000745216096556535266683426020,273476625805016250436744275033040788406,117535359827846097493319445887030374348,155515239990173220729656655260420395143,47133899371059156682381295721442639494
181,90869172032880042779189666999276244525,153525548472501425904467529381004587244,53003459067407342840261756632684657252,129585270738536257049946956186084665846,42988616564949705070148520609436401729,133495863467586150364241057334508076198,60824644525507129468849958929531477956
182,70842257687913672620618447764051062962,230233107122103422836425611660888168649,324452731184129417637718398164652431075,13218762953053193561122199843575638943,317378303191690140996760838992962426144,216084251137224869554510493317508158787,49618973710595842697745770248981048169
183,307596998691706639191870224844673057416,260696183905116673129375861291351470174,17809421573107451323228865639354087529,259501445537555900700178452752217332075,305207521956585094333475407766404781218,154927650830195032223119730681916434958,148944199079324177832486028930520504592
184,180724055770350429829443335470729614611,294340679619690431150378713584128624039,253187898474168370961074196824599335346,57265712333784249261529785192141748532,46856488119476529515120086118524074894,221960225831245211721845099603746314432,242294558548151832418330218216040255849
185,192532468607803723260251220411900158226,302834287552018921854201157886425371070,67876126769198541922046553504961257455,168222720101219510390536622131044239975,263591700627143363796296756332906107333,13700701426031638675952348678778648232,99114456339761261956252614032198285266
186,89144182060614503780995879819990990065,49104605185042292055258474569924884336,268797782563013485167942921788213656528,67658980352651156192300006611320884047,126252932395832232055078943902782989487,104297271771618249292905126230831761551,1791998480009207905778553595467200239
187,222375039327115847040066839757436289258,12829728615742872759990123263265874347,234503993364614624236872858269172731227,206833099731854174543965829911620437304,270099414638399987144643645622377203875,84020571163313598575531697969674819643,329161303148471935763379201817049707202
188,213953280890541269804685939858850269119,147953803787964260463681556162989508547,29011593478307078437002019260741757999,197409016882508187188021936583875228772,312863707079629123253366700700621709569,35093297148731423169661704179212989093,44662520931692013863656161883185489938
189,177498793246391572917073510951530347845,232672750762742255271954221729641295285,214112040615989561318949734351940011349,121816662806133491058060048818426496037,296068984254112507952659772560868960646,56304271118049685075999690715730982582,83087257239821949354829018146548984439
190,295056575569901538646163215911075594604,177316806719255668506189916560736051024,171088583754722791506998737780393765661,276371906676302907648589679570048738515,152884408563057553467588134497932758289,140908456335925192427368709995814036280,240444049994905824527931406063692572488
191,12151807329477501771924557165839433712,140787060308066725212554355089033372778,6903524657594120238666271815119283799,291065934219936613777009522207633589369,312709555153217278900834891403039866894,71834387457436115610142379401338116374,249005164974470050831681201066064760403
192,98642296730272893550915446234209918749,112815404025923433893525838301864292535,226692396193544960666277147940743098046,99990906312199010405794767719078123985,72993301302824046575453305068637581649,145699581165420069175252759989421471038,318109745899987078205193132481429792152
193,196588099861652506053424091295710748659,179500314725756961112174113798678599123,325405601338273927415491263369472600978,294021592778264941500000932576324542927,85348289045730003365703121419234424970,39668057061607576475972437329970458404,156980896825897660830808880308532643229
194,311324991470681236118089919263321204995,57980341664627937923594922597882420055,240704649727341292198563800100879261683,178933181816944372016247336908775307285,212948304854375640840020140453338768158,2467651918696635206507603302801433005,228055956851784282042458940320699724420
195,160233394838154257933525999940187931043,295634796587558690920282471790773956825,151081410859494338504034643205082070634,66855604574899664148157121614880483767,42957377733774667852649907020169196224,79386730336119349617512999420948208005,176143662381933709442746398817217519110
196,185961756766725815710513789506602978505,3330284181357212130832151163276522042,337664335958552918504820790646520178308,168116811335497544442355885661029313412,175252444154068016870186651070340349948,18788867493325872324938479442685076619,39008448274209574269985978209831704722
197,91995797183025239271901532783645349953,212282925576239239909416414711705686114,282625453299704844011957738836098632831,303023380353422051579525505156824190104,273476706737390862612119713673882357933,193985432451611277109740364387273136318,64549557496083295072387457296996525259
198,61014869401522555707646175848893428788,77859114555041606728905755528611734955,39923208625608068127524353837119892500,287489518534160403366876578206186112720,139993310438821685520213213772273973021,277999318181468841514283475398919895997,20942807920224944422338148222587459054
199,126545488684288630977335888374034121007,4888954809052790400980158165794225570,328478794756500545604567761583182410450,76467907763816506197974876330894041756,269703394593816062571325324704233753379,227620521404622287797869891839665122725,290501655117173645340983185168956361091
200,73791508046490738240464079741639365600,75628152670251670862312156413459661917,200263417897180237401114356198030774318,107414936806337974393496071663584491506,137365076318663345302831910241889024778,290113836434156350129121871932944374134,225378850231878525408991349304982328277
